bundle_version,source_scope,source_file,row_kind,row_order,payload_json
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,schema,0,"{""headers"":[""project_id"",""wbs_code"",""wbs_name"",""total_activities"",""bl_project_duration"",""remaining_duration"",""total_float"",""bl_project_start"",""bl_project_finish"",""actual_start"",""actual_finish"",""schedule_%_complete"",""performance_%_complete"",""budget_at_completion"",""earned_value_cost"",""planned_value_cost""],""source_sha256"":""4601d1f6a8ba9b279e61a7c0c6a3ddedb1af4d61a2f7185cac66af581be32141""}"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,1,"[""Nasr city-Tunnel"",""No Priority"","""",""1460"",""900"",""706"",""0"",""12-Jan-26"",""30-Jun-28"",""15-Jan-26"","""",""0.315"",""0.268"",""1845000000"",""494460000"",""581175000""]"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,2,"[""Nasr city-Tunnel"",""Nasr city-Tunnel"",""Nasr city-Tunnel"",""1460"",""900"",""706"",""-74"",""12-Jan-26"",""30-Jun-28"",""15-Jan-26"","""",""0.315"",""0.268"",""1845000000"",""494460000"",""581175000""]"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,3,"[""Nasr city-Tunnel"",""Nasr city-Tunnel.KD"",""Key Dates"",""10"",""900"",""706"",""-74"",""12-Jan-26"",""30-Jun-28"",""15-Jan-26"","""",""0"",""0"",""0"",""0"",""0""]"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,4,"[""Nasr city-Tunnel"",""Nasr city-Tunnel.KD.MI"",""Contractual Milestones"",""7"",""900"",""706"",""-74"",""12-Jan-26"",""30-Jun-28"",""15-Jan-26"","""",""0"",""0"",""0"",""0"",""0""]"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,5,"[""Nasr city-Tunnel"",""Nasr city-Tunnel.KD.MO"",""Mobilization and Site Establishment"",""18"",""30"",""0"",""6"",""12-Jan-26"",""11-Feb-26"",""15-Jan-26"",""16-Feb-26"",""1"",""1"",""32000000"",""32000000"",""32000000""]"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,6,"[""Nasr city-Tunnel"",""Nasr city-Tunnel.EN"",""Engineering and Design Coordination"",""145"",""560"",""388"",""-18"",""20-Jan-26"",""2-Aug-27"",""25-Jan-26"","""",""0.42"",""0.36"",""147600000"",""53136000"",""61992000""]"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,7,"[""Nasr city-Tunnel"",""Nasr city-Tunnel.PR"",""Procurement and Free-Issue Materials"",""160"",""620"",""472"",""-39"",""1-Feb-26"",""13-Oct-27"",""3-Feb-26"","""",""0.38"",""0.29"",""221400000"",""64206000"",""84132000""]"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,8,"[""Nasr city-Tunnel"",""Nasr city-Tunnel.CON"",""Construction Works"",""930"",""760"",""610"",""-74"",""12-Feb-26"",""12-Mar-28"",""20-Feb-26"","""",""0.29"",""0.24"",""1180800000"",""283392000"",""342432000""]"
2026-08-15.lossless-project-input-bundle.v1,data/wbs.csv,01-data/import_templates/wbs.csv,data,9,"[""Nasr city-Tunnel"",""Nasr city-Tunnel.CON.DEP"",""Depot Civil and Structural Works"",""315"",""540"",""396"",""-52"",""12-Feb-26"",""6-Aug-27"",""20-Feb-26"","""",""0.46"",""0.40"",""442800000"",""177120000"",""203688000""]"
