bundle_version,source_scope,source_file,row_kind,row_order,payload_json
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,schema,0,"{""headers"":[""master_project_id"",""master_activity_id"",""master_activity_row_order"",""master_evm_row_order"",""master_progress_row_order"",""activity__project_id"",""activity__wbs_id"",""activity__activity_id"",""activity__activity_name"",""activity__planned_start"",""activity__planned_finish"",""activity__actual_start"",""activity__actual_finish"",""activity__forecast_start"",""activity__forecast_finish"",""activity__planned_weight"",""activity__planned_progress"",""activity__actual_progress"",""activity__total_float_days"",""activity__is_critical"",""activity__responsible_party"",""evm__project_id"",""evm__activity_id"",""evm__activity_name"",""evm__period"",""evm__BAC"",""evm__AC"",""evm__EV"",""evm__PV"",""evm__CPI"",""evm__SPI"",""evm__CV"",""evm__SV"",""progress__project_id"",""progress__activity_id"",""progress__update_date"",""progress__planned_progress"",""progress__actual_progress"",""progress__planned_value"",""progress__earned_value"",""progress__actual_cost"",""progress__notes""],""source_sha256"":""45a47938eaf6db9f2335f581024a3cd10952911ad0047854caca072b95c1bb75""}"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,1,"[""The Big -P.01-UP-20-April-26"",""KD-MS-1000"",""0"",""0"",""0"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.KD.MI"",""KD-MS-1000"",""Project Start Date"",""11-Sep-25"","""",""11-Sep-25 A"","""",""21-Dec-25"","""",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""KD-MS-1000"",""Project Start Date"",""May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""KD-MS-1000"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,2,"[""The Big -P.01-UP-20-April-26"",""KD-MS-1010"",""1"",""1"",""1"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.KD.MI"",""KD-MS-1010"",""Contract Agreement"",""11-Sep-25"","""",""11-Sep-25 A"","""",""21-Dec-25"","""",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""KD-MS-1010"",""Contract Agreement"",""May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""KD-MS-1010"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,3,"[""The Big -P.01-UP-20-April-26"",""KD-MS-1020"",""2"",""2"",""2"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.KD.MI"",""KD-MS-1020"",""IFC Drawing Package"",""11-Sep-25"","""",""11-Sep-25 A"","""",""21-Dec-25"","""",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""KD-MS-1020"",""IFC Drawing Package"",""May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""KD-MS-1020"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,4,"[""The Big -P.01-UP-20-April-26"",""KD-MOB-1000"",""3"",""7"",""7"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.KD.MO"",""KD-MOB-1000"",""Surveying Works"",""11-Sep-25"",""28-Sep-25"",""13-Sep-25 A"",""29-Sep-25 A"",""21-Dec-25"",""21-Dec-25"",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""KD-MOB-1000"",""Surveying Works"",""17-May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""KD-MOB-1000"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,5,"[""The Big -P.01-UP-20-April-26"",""KD-MOB-1010"",""4"",""8"",""8"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.KD.MO"",""KD-MOB-1010"",""Equipment Mobilization"",""11-Sep-25"",""28-Sep-25"",""13-Sep-25 A"",""29-Sep-25 A"",""21-Dec-25"",""21-Dec-25"",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""KD-MOB-1010"",""Equipment Mobilization"",""17-May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""KD-MOB-1010"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,6,"[""The Big -P.01-UP-20-April-26"",""KD-MOB-1020"",""5"",""9"",""9"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.KD.MO"",""KD-MOB-1020"",""Site Preparation"",""11-Sep-25"",""28-Sep-25"",""13-Sep-25 A"",""29-Sep-25 A"",""21-Dec-25"",""21-Dec-25"",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""KD-MOB-1020"",""Site Preparation"",""17-May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""KD-MOB-1020"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,7,"[""The Big -P.01-UP-20-April-26"",""P-MS-1000"",""6"",""3"",""3"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.P.MS.SS"",""P-MS-1000"",""Submittal for RFT Rebar"",""11-Sep-25"",""1-Oct-25"",""11-Sep-25 A"",""01-Oct-25 A"",""21-Dec-25"",""21-Dec-25"",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""P-MS-1000"",""Submittal for RFT Rebar"",""May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""P-MS-1000"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,8,"[""The Big -P.01-UP-20-April-26"",""E-DR-1000"",""7"",""4"",""4"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.EN.1"",""E-DR-1000"",""Design Review"",""11-Sep-25"",""9-Nov-25"",""11-Sep-25 A"",""09-Nov-25 A"",""21-Dec-25"",""21-Dec-25"",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""E-DR-1000"",""Design Review"",""May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""E-DR-1000"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/activity_master.csv,01-data/import_templates/activity_master.csv,data,9,"[""The Big -P.01-UP-20-April-26"",""E-SUB-B01-REP-1000"",""8"",""5"",""5"",""The Big -P.01-UP-20-April-26"",""The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUB.1"",""E-SUB-B01-REP-1000"",""Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs  (B01)"",""11-Sep-25"",""1-Oct-25"",""11-Sep-25 A"",""13-Nov-25 A"",""21-Dec-25"",""21-Dec-25"",""1"",""1.0"",""1.0"","""",""No"","""",""The Big -P.01-UP-20-April-26"",""E-SUB-B01-REP-1000"",""Submittal for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs  (B01)"",""May-26"",""0.0"",""0.0"",""0.0"",""0.0"",""0"",""0.0"",""0"",""0.0"",""The Big -P.01-UP-20-April-26"",""E-SUB-B01-REP-1000"",""10-May-26"",""100.00%"",""100.00%"",""$0.00"",""$0.00"",""$0.00"",""""]"
